filepath,filename,modality,vocal_channel,emotion_code,emotion_label,intensity,statement,repetition,actor,duration_sec,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,pitch_mean_hz,pitch_std_hz,pitch_range_hz,voiced_fraction,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_contrast_mean,zcr_mean,zcr_std,rms_energy_mean,rms_energy_std,rms_energy_max,chroma_mean,chroma_std,tempo_bpm,speech_ratio,silence_ratio,num_segments
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,03,01,02,calm,normal,kids,02,02,4.004,-658.647827,169.96727,47.966007,52.937397,-8.495083,28.820736,8.638967,19.947582,-5.663684,16.724657,-2.869791,14.680606,-4.67406,13.16329,-9.246251,11.719543,-3.07362,10.562737,-3.495208,9.45158,-3.970272,7.780242,-7.195895,10.006342,-5.508158,8.494041,0.011582,0.015667,0.013673,0.010801,0.007577,0.004511,0.001967,0.000116,-0.00106,-0.001715,-0.00207,-0.002359,-0.002779,541.2431,698.7146,2139.7633,1.0,2884.4718,1781.6155,2307.8808,5301.8978,20.64,0.248171,0.254894,0.003393,0.004477,0.015929,0.429199,0.358212,184.5703,0.4987,0.5013,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,03,01,02,calm,normal,dogs,01,02,3.8372,-656.988586,178.748993,45.869492,60.566734,-5.47719,35.455811,4.314228,20.012344,-4.462319,16.287748,-3.557982,12.990905,-6.703658,13.052407,-8.853257,13.24719,-6.026569,12.377446,-2.597284,9.660168,-6.314637,8.322981,-4.853385,7.949285,-7.071023,11.339488,-0.013454,-0.015843,-0.008244,-0.000189,0.005327,0.007355,0.006891,0.005904,0.005452,0.005094,0.004227,0.002626,-6.9e-05,709.6595,844.6934,2139.3721,1.0,2552.2525,2010.1377,1996.2106,4665.4409,20.1105,0.222377,0.240728,0.003675,0.004902,0.018488,0.370212,0.359611,161.499,0.4781,0.5219,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,03,01,02,calm,normal,dogs,02,02,3.9707,-649.470947,178.073105,48.736828,60.26569,-11.061043,35.913235,1.340274,21.834307,-6.321965,17.385689,-5.146925,13.598922,-7.923725,13.116932,-11.958522,13.137239,-6.557235,12.681389,-4.027463,9.02061,-7.22297,8.591826,-6.06109,8.019544,-9.744023,11.06811,0.012299,0.02124,0.025631,0.019831,0.005551,-0.005012,-0.005083,-0.000259,0.000631,-0.00416,-0.009862,-0.011962,-0.010003,511.4463,662.6726,2139.5838,1.0,3094.5573,2021.9436,2279.92,5489.0263,20.4238,0.289417,0.266621,0.003639,0.004698,0.017063,0.421713,0.347225,107.666,0.5029,0.4971,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,03,01,02,calm,strong,kids,01,02,4.1375,-644.269043,147.945679,43.547195,55.550293,-5.838417,30.125595,7.798073,21.223236,-6.138195,16.813597,-5.017681,17.321663,-4.065014,13.483979,-7.981565,11.952093,-6.299098,11.492767,-2.255868,8.370123,-4.675794,8.195395,-6.669746,8.634773,-5.134911,7.433441,-0.000757,-0.001065,-0.001051,-0.001025,-0.000987,-0.000933,-0.000861,-0.000768,-0.000654,-0.000518,-0.000361,-0.000185,6e-06,361.1689,547.646,2139.4452,1.0,3212.0534,1799.5043,2429.8643,5764.9437,21.0384,0.34728,0.30932,0.002741,0.003984,0.019597,0.475915,0.349973,172.2656,0.4882,0.5118,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,03,01,02,calm,strong,kids,02,02,4.0374,-654.728516,167.503662,46.224503,52.228001,-8.825291,30.395121,7.38197,20.419855,-7.828604,17.368002,-2.755002,14.404906,-5.140016,13.794434,-9.549978,11.019369,-4.894291,11.767971,-3.725958,10.027131,-2.765978,7.288471,-7.619688,8.820573,-5.975799,9.315436,0.005111,0.006646,0.00508,0.002998,0.00096,-0.000596,-0.001473,-0.001718,-0.00151,-0.001051,-0.00049,5.8e-05,0.000464,638.308,790.0564,2138.1465,1.0,2621.6999,1891.311,2088.0951,4768.9857,21.3755,0.248311,0.274231,0.003021,0.004328,0.021695,0.365749,0.351748,123.0469,0.4946,0.5054,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,03,01,02,calm,strong,dogs,01,02,4.1041,-651.522339,165.325363,41.243298,62.175182,-6.728539,32.566822,0.963048,19.978622,-7.411557,18.312038,-2.540201,12.420272,-8.835062,15.227446,-11.491201,12.637092,-8.204979,13.186148,-2.871476,8.875774,-7.191459,8.196545,-8.530298,10.334829,-8.152104,9.426661,0.020143,0.026934,0.022611,0.016361,0.00918,0.001938,-0.004659,-0.009969,-0.013382,-0.014489,-0.013321,-0.010428,-0.006682,565.0306,729.0079,2139.5941,1.0,2969.5795,2046.9688,2182.8164,5219.8553,21.181,0.317223,0.301672,0.003368,0.004577,0.018427,0.38425,0.346659,92.2852,0.5035,0.4965,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,03,01,02,calm,strong,dogs,02,02,4.1041,-657.25,183.278519,47.333279,58.348194,-4.962772,30.171078,3.161154,18.532642,-6.31841,17.543221,-1.822361,14.216665,-7.844558,14.363181,-10.285819,12.458857,-6.404776,12.557183,-1.300737,9.668509,-6.015566,7.25491,-8.745728,8.380471,-8.544333,10.278923,0.013513,0.021443,0.025478,0.026,0.021228,0.013476,0.00605,0.001024,-0.001481,-0.003141,-0.005648,-0.008744,-0.010907,663.008,828.4212,2139.7633,1.0,2583.619,1946.4705,2062.6893,4673.2525,21.1305,0.233357,0.260872,0.003292,0.004006,0.014256,0.366584,0.359746,135.9992,0.5262,0.4738,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,03,01,03,happy,normal,kids,01,02,3.6036,-584.809509,177.079956,43.184868,56.114761,-21.301863,37.821808,8.527552,20.637281,-6.874346,17.960522,-6.161053,16.36577,-4.632482,13.702976,-12.898247,15.89294,-4.476372,12.485552,-3.367257,9.711056,-5.523036,9.553245,-2.717317,8.914399,-8.498697,12.17619,0.008451,0.011749,0.011143,0.010166,0.008863,0.007295,0.005533,0.003657,0.001745,-0.000125,-0.001879,-0.003455,-0.004804,365.1391,472.2574,2139.7633,1.0,3137.2875,1242.1843,2486.8492,5951.5841,20.9015,0.37316,0.268605,0.006775,0.010523,0.049493,0.487569,0.320001,143.5547,0.4253,0.5747,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,03,01,03,happy,normal,kids,02,02,3.7037,-604.69873,190.535889,45.07209,58.671452,-17.890179,40.182144,12.041527,20.566633,-6.429033,18.245714,-6.602799,17.861973,-4.548532,13.06629,-12.551145,16.376387,-3.584337,11.928209,-4.131625,10.131976,-6.316832,9.349732,-1.837649,7.900634,-7.81006,12.477811,0.034354,0.047218,0.043332,0.037529,0.030675,0.023726,0.017547,0.012752,0.009611,0.008032,0.007624,0.007817,0.008018,386.4342,481.2339,2139.7633,1.0,3343.5171,1667.3459,2470.5325,6155.939,20.3251,0.348691,0.278383,0.006063,0.008999,0.038042,0.484957,0.334434,135.9992,0.4514,0.5486,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,03,01,03,happy,normal,dogs,01,02,3.7705,-596.909729,181.611145,42.283112,58.665394,-20.867561,44.099377,5.388656,19.413891,-8.000669,20.282776,-6.724699,15.490716,-8.967098,16.838873,-14.922028,17.67564,-5.081355,11.439063,-3.65023,9.325219,-8.352836,9.252748,-2.456527,10.303866,-10.150616,13.550271,-0.010663,-0.014846,-0.014171,-0.013116,-0.011773,-0.010254,-0.008667,-0.00711,-0.005662,-0.004373,-0.003272,-0.002367,-0.001652,566.9783,733.2186,2138.8001,1.0,2757.1293,1845.5398,2068.9493,5063.8696,21.1173,0.293457,0.277277,0.006718,0.010045,0.043964,0.385231,0.351335,161.499,0.4619,0.5381,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,03,01,03,happy,normal,dogs,02,02,3.7371,-593.054321,180.333084,46.503887,58.834454,-15.529931,42.246025,8.504859,21.006687,-6.198272,20.558695,-6.078748,16.487213,-8.619365,16.575705,-12.890373,17.294149,-3.105538,12.057695,-2.15818,8.503226,-7.117529,9.153105,-1.977037,10.846441,-8.486348,13.040229,0.015877,0.021647,0.019544,0.016676,0.013243,0.009294,0.005208,0.001533,-0.001536,-0.004101,-0.006036,-0.006998,-0.007013,278.8692,318.1363,1624.6633,1.0,3197.1683,1463.6517,2526.3854,6039.3279,20.8627,0.37513,0.274633,0.006539,0.009947,0.046488,0.47293,0.32253,172.2656,0.4536,0.5464,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,03,01,03,happy,strong,kids,01,02,3.7037,-485.558502,163.299271,32.210358,42.46899,-29.872738,43.797356,6.866109,19.725258,-11.342901,21.295677,-14.860304,19.386654,-6.80693,14.492188,-15.646826,17.885826,-3.95039,11.15664,-7.934324,12.587215,-9.380689,11.010108,-2.202927,9.739997,-11.628489,15.048093,-1e-06,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,599.1956,699.7313,2138.7416,1.0,2660.7145,1516.5674,2150.0369,5078.1349,21.0753,0.25943,0.256717,0.016425,0.026768,0.140478,0.382124,0.355971,117.4538,0.4263,0.5737,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,03,01,03,happy,strong,kids,02,02,3.6703,-483.850189,169.4944,35.787163,45.828358,-30.680639,42.773598,6.018523,18.849972,-9.470606,21.881155,-15.612417,18.967676,-8.272376,13.975672,-14.02902,16.125851,-5.069252,10.129314,-5.901593,12.448281,-9.294798,10.502547,-0.64742,10.442852,-10.770746,14.27645,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,420.3803,453.1528,2129.2144,1.0,3244.1515,1346.0832,2494.7555,6045.0743,20.9286,0.287527,0.243816,0.016839,0.027433,0.139075,0.458013,0.341799,123.0469,0.4365,0.5635,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,03,01,03,happy,strong,dogs,01,02,3.7037,-534.457336,173.066742,38.031597,50.338448,-22.94729,41.41988,4.590477,21.176233,-6.45614,20.427778,-11.968885,17.660076,-11.765813,15.724075,-14.969687,17.401974,-4.122636,12.038683,-3.665528,9.05407,-11.607719,12.444194,-2.201494,10.135236,-10.770111,16.235083,-0.015965,-0.0213,-0.018227,-0.014471,-0.010047,-0.004586,0.001117,0.005549,0.008261,0.00997,0.01089,0.010263,0.007898,464.1232,527.0514,2138.4851,1.0,3014.5871,1236.2873,2431.3482,5684.9002,21.7211,0.314709,0.229328,0.011553,0.017535,0.079702,0.399223,0.319891,112.3471,0.4577,0.5423,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,03,01,03,happy,strong,dogs,02,02,3.8705,-535.578735,184.63681,36.263279,49.022312,-22.62245,44.206173,4.016814,21.278503,-8.625279,20.036871,-12.712104,19.195049,-9.146528,13.412972,-14.396338,17.980213,-6.273566,11.626614,-5.957328,11.811123,-10.965573,12.390961,-1.818345,9.979404,-11.756158,15.842636,0.000231,0.000324,0.000307,0.00028,0.000244,0.000199,0.000148,9.2e-05,3.2e-05,-2.8e-05,-8.8e-05,-0.000144,-0.000196,575.7721,701.7579,2131.7375,1.0,2676.707,1820.8837,2079.4439,4881.9769,21.9997,0.247567,0.247649,0.012906,0.019012,0.09232,0.363227,0.355206,172.2656,0.4739,0.5261,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,03,01,04,sad,normal,kids,01,02,3.8372,-676.118591,170.710739,52.612183,53.361504,-9.78405,27.341497,7.197896,20.238667,-6.025457,17.803356,-4.527569,13.062879,-6.722466,13.242701,-10.676188,13.836431,-6.112195,11.211804,-3.997292,9.510349,-4.927114,7.568596,-5.511841,8.204895,-4.998602,8.261763,0.084822,0.097371,0.05672,0.038478,0.041409,0.037083,0.019048,0.007574,0.011863,0.015138,0.004642,-0.008042,-0.010947,733.9629,830.3076,2136.1038,1.0,2116.0553,1592.3696,1875.6364,3987.2098,21.2331,0.222789,0.246274,0.00284,0.003745,0.013226,0.329289,0.350443,123.0469,0.4781,0.5219,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,03,01,04,sad,normal,kids,02,02,3.7705,-668.745789,179.974258,55.4105,60.240841,-9.870233,28.63884,8.890352,19.434612,-5.384463,18.700453,-3.246627,9.821824,-4.714209,14.319019,-9.191696,14.122506,-6.531109,12.585527,-1.582759,9.361598,-5.251599,9.038318,-3.716143,7.072192,-5.497865,8.851546,0.020195,0.026191,0.020165,0.012801,0.005922,7.8e-05,-0.00487,-0.008922,-0.011785,-0.013223,-0.013241,-0.012017,-0.009877,665.4994,813.5046,2139.7633,1.0,2249.9643,1721.7408,1892.3792,4201.5507,19.6564,0.246199,0.277629,0.003148,0.00454,0.023089,0.35061,0.353093,215.332,0.4619,0.5381,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,03,01,04,sad,normal,dogs,01,02,3.7371,-655.237305,142.333847,43.462273,56.34996,-5.002816,27.151712,4.387874,19.307512,-4.940769,13.860193,-4.590479,12.526033,-9.256331,14.278261,-11.396569,14.688341,-4.461123,11.020334,-2.918917,9.051651,-6.406669,8.238496,-3.533073,8.723839,-6.676326,9.839378,0.002775,0.003824,0.003532,0.003075,0.002497,0.001852,0.001202,0.000606,0.00012,-0.000213,-0.000369,-0.000344,-0.000156,619.6338,780.2305,2139.7633,1.0,2455.2748,1922.2045,2004.4015,4519.8996,21.8931,0.256332,0.275793,0.003273,0.004841,0.025402,0.34254,0.361206,99.384,0.466,0.534,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,03,01,04,sad,normal,dogs,02,02,3.7705,-677.331787,156.241699,44.626945,56.751225,-5.773078,28.906303,6.775191,19.323763,-3.208284,12.328932,-3.846413,12.480706,-7.03662,11.962345,-9.984122,12.36663,-5.684084,10.099788,-0.631042,8.527473,-6.12343,7.570845,-3.478182,7.593499,-6.170365,9.829638,0.002845,0.003912,0.003583,0.003057,0.00237,0.001567,0.000705,-0.000156,-0.000956,-0.001638,-0.002158,-0.002487,-0.002616,531.6333,693.9615,2138.5844,1.0,2999.4457,2003.1686,2297.7664,5433.2367,21.5112,0.27318,0.276511,0.002961,0.004579,0.022636,0.41336,0.359716,198.768,0.468,0.532,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,03,01,04,sad,strong,kids,01,02,3.7371,-660.489441,164.770706,47.498463,55.773609,-9.866229,31.644388,6.096144,20.300095,-9.001066,20.649746,-6.443757,14.510087,-10.155412,15.193248,-13.963024,17.18762,-9.411344,13.121445,-3.980598,10.826419,-7.930611,10.164021,-2.451431,8.84559,-7.068348,12.233768,0.010111,0.013561,0.011461,0.008329,0.004634,0.000888,-0.002448,-0.005037,-0.0067,-0.007413,-0.007271,-0.006446,-0.005147,623.6221,748.0622,2139.1925,1.0,2667.9943,1610.1441,2192.4075,5090.9976,19.6409,0.269549,0.261847,0.002691,0.004535,0.02489,0.402803,0.346838,117.4538,0.4163,0.5837,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,03,01,04,sad,strong,kids,02,02,3.7704,-678.106995,179.211594,53.828526,60.20142,-5.613646,27.762804,8.015998,23.006321,-4.945123,17.572474,-4.498035,12.861602,-10.079591,16.330111,-11.96143,17.299194,-9.157068,12.453694,-3.423136,8.964149,-6.89302,8.873294,-3.242537,6.401289,-6.774326,10.344855,0.047424,0.063811,0.055057,0.043113,0.030123,0.017367,0.005584,-0.004523,-0.012231,-0.016938,-0.018249,-0.016263,-0.012107,625.4862,761.3214,2139.3952,1.0,2691.8338,1970.9754,2072.4898,4878.5255,19.0711,0.292948,0.295031,0.002444,0.003637,0.017504,0.383904,0.352892,117.4538,0.4804,0.5196,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,03,01,04,sad,strong,dogs,01,02,3.7037,-662.659729,173.522171,43.95871,58.937145,-6.31063,33.04031,4.213039,20.097345,-6.307642,16.896269,-4.72842,14.173641,-11.087015,16.094053,-14.509219,18.497784,-10.578533,14.867721,-4.657007,8.827911,-8.425256,9.995561,-3.950236,8.822989,-9.419881,11.592111,-0.014153,-0.01866,-0.014846,-0.009242,-0.002806,0.003419,0.008511,0.011826,0.013094,0.012412,0.010181,0.006983,0.003456,425.4423,606.3711,2139.389,1.0,3053.358,1911.7808,2333.9671,5585.7802,20.0391,0.268042,0.275138,0.003648,0.005505,0.024505,0.443672,0.360463,198.768,0.4514,0.5486,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,03,01,04,sad,strong,dogs,02,02,3.6703,-660.486023,175.821808,44.381096,61.91193,-6.904634,30.704901,5.11592,22.041853,-5.344924,18.744381,-7.172714,14.666221,-12.497758,15.983967,-13.778645,16.186941,-8.887341,13.420802,-2.73939,9.049953,-9.832709,10.875069,-3.871117,7.83337,-8.513406,12.646513,0.00553,0.007809,0.007515,0.006619,0.005208,0.003486,0.00138,-0.001156,-0.003751,-0.005911,-0.007463,-0.008441,-0.008769,744.8743,854.1669,2138.7874,1.0,2613.8456,2008.1226,2004.5277,4742.3156,19.9592,0.259326,0.271308,0.003122,0.004546,0.020547,0.382286,0.356366,215.332,0.4555,0.5445,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,03,01,05,angry,normal,kids,01,02,3.6703,-562.574463,172.256577,43.781872,60.067337,-10.402452,25.332827,6.048464,21.138098,-6.316279,16.174726,-4.709943,16.876265,-3.689852,17.268703,-10.246,17.437428,-4.420561,12.373366,-2.272936,10.998061,-2.981068,8.706115,-2.349607,8.507421,-4.839126,10.637785,0.010838,0.0152,0.014815,0.014188,0.013342,0.012306,0.011118,0.00982,0.00846,0.007087,0.00575,0.004497,0.003367,675.7596,785.2895,2139.7633,1.0,2520.8419,1735.0745,2046.5695,4716.9903,19.8111,0.248213,0.239393,0.006892,0.009884,0.046492,0.398718,0.348866,129.1992,0.4555,0.5445,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,03,01,05,angry,normal,kids,02,02,3.6703,-532.091309,165.108032,42.358128,54.794132,-16.971233,29.655285,7.453699,24.659906,-8.148302,17.014151,-4.63737,14.813345,-5.435112,17.099195,-10.416671,15.900845,-2.704224,12.139738,-0.808058,11.761109,-2.205372,8.452706,-1.935788,7.864308,-4.137693,9.511664,0.019049,0.023978,0.015784,0.004267,-0.007945,-0.018169,-0.024308,-0.025321,-0.021388,-0.013756,-0.004343,0.004781,0.011881,441.7476,556.0997,2139.7633,1.0,3170.5592,1255.5257,2561.6723,6058.685,19.4843,0.307771,0.224487,0.007393,0.01069,0.057349,0.510448,0.334701,129.1992,0.4871,0.5129,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,03,01,05,angry,normal,dogs,01,02,3.7704,-573.296753,195.77034,45.841038,65.631996,-9.815437,36.121574,4.286421,24.286907,-8.331691,22.684113,-3.489434,17.2096,-5.228768,12.992693,-11.024237,16.984188,-5.62894,13.898766,-1.996801,10.464032,-5.772926,8.855646,-2.414227,8.859412,-7.066335,11.332745,0.028893,0.040983,0.041086,0.040507,0.038493,0.034565,0.028783,0.021803,0.01469,0.008566,0.004253,0.002016,0.001539,432.0231,527.7,2139.5558,1.0,3201.4408,1731.3118,2444.1357,5869.251,19.737,0.275726,0.22613,0.008209,0.010974,0.047432,0.490209,0.337967,198.768,0.4619,0.5381,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,03,01,05,angry,normal,dogs,02,02,3.8038,-562.368469,188.521713,41.374588,57.953663,-15.704152,37.192154,3.782431,23.309547,-11.244979,21.878727,-6.927745,17.80372,-5.256913,13.035018,-12.749825,17.249172,-5.892328,15.274759,-2.650215,11.368819,-5.279857,8.668573,-2.45454,9.306109,-8.410737,13.606441,0.004902,0.006853,0.006612,0.006219,0.005685,0.005024,0.004256,0.003401,0.002483,0.001526,0.000553,-0.000411,-0.001343,622.182,739.2393,2139.1463,1.0,2853.7815,1744.3905,2201.7639,5219.3727,20.3701,0.276543,0.253684,0.008,0.011425,0.050118,0.414667,0.346624,123.0469,0.4456,0.5544,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,03,01,05,angry,strong,kids,01,02,3.9039,-443.429443,166.094193,29.981758,48.022419,-23.440504,36.461643,3.022489,25.84787,-14.731199,21.219938,-7.96821,19.611624,-2.670979,16.19898,-13.843132,19.836329,-2.456715,12.926776,-4.553096,12.855473,-3.811007,7.89641,-3.190986,9.561078,-7.046151,11.990526,-0.002433,-0.003403,-0.003292,-0.00311,-0.00286,-0.002549,-0.002183,-0.001769,-0.001318,-0.00084,-0.000343,0.00016,0.000659,692.8817,731.1983,2139.7633,1.0,2664.3921,1529.9976,2101.0933,4958.5615,21.3898,0.223904,0.178509,0.024078,0.034718,0.157023,0.37599,0.329554,107.666,0.4699,0.5301,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,03,01,05,angry,strong,kids,02,02,4.004,-467.904633,177.361069,33.208317,52.023323,-24.262503,36.26009,2.993979,26.362551,-14.986863,20.750057,-7.198016,20.088478,0.199806,17.156536,-12.791638,19.743553,-4.086006,12.835673,-4.74342,14.005238,-3.655576,8.398663,-1.997008,8.836896,-8.259774,13.480116,0.00013,0.000185,0.000183,0.000181,0.000178,0.000175,0.000171,0.000166,0.000161,0.000156,0.000151,0.000145,0.00014,637.0445,683.1492,2139.7633,1.0,2902.6275,1608.584,2205.499,5330.2768,20.691,0.260519,0.222129,0.019258,0.026771,0.113364,0.42168,0.346359,198.768,0.4813,0.5187,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,03,01,05,angry,strong,dogs,01,02,4.004,-422.590057,187.446045,25.627523,45.683743,-30.711185,49.287128,-4.462035,28.860567,-18.371431,25.716635,-12.682888,22.476086,-4.151894,16.497658,-18.2899,21.818235,-7.312851,14.926032,-7.309091,15.440306,-8.170983,10.306764,-4.627643,9.523558,-11.359122,14.321501,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,470.1665,445.8754,2136.8863,1.0,3362.233,1363.0934,2520.1536,6193.9076,20.8343,0.296686,0.197163,0.045779,0.065559,0.265433,0.478649,0.321541,184.5703,0.4291,0.5709,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,03,01,05,angry,strong,dogs,02,02,4.004,-416.288025,169.745682,23.786081,44.854916,-30.841579,48.034653,-2.15266,26.774105,-19.170498,26.396574,-11.236555,20.908497,-3.394701,18.510136,-17.052799,19.714178,-6.166669,13.313958,-6.79944,15.38164,-8.149091,11.340158,-4.606156,10.133821,-11.811431,13.43877,-1e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,694.7481,696.4335,2138.5711,1.0,2921.4653,1547.5203,2197.5765,5364.008,21.7295,0.285207,0.224082,0.040468,0.055136,0.198653,0.397847,0.333708,80.7495,0.4523,0.5477,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,03,01,06,fearful,normal,kids,01,02,3.637,-568.158447,173.86882,33.301651,38.546799,-26.176714,30.23654,4.782824,19.248663,-12.257126,16.756098,-9.782232,16.131739,-8.575203,12.77615,-15.386595,13.951973,-6.131123,13.911569,-7.414159,11.528432,-6.446827,9.298519,-5.365674,9.479692,-5.022463,13.463366,0.004784,0.006784,0.006166,0.004174,0.001569,-0.000336,-0.001523,-0.002833,-0.004112,-0.004274,-0.003191,-0.002061,-0.001581,681.1394,722.2096,2138.7134,1.0,2914.1978,1388.1291,2261.581,5285.5099,21.1176,0.237162,0.183426,0.007423,0.010141,0.042673,0.388689,0.334063,143.5547,0.4469,0.5531,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,03,01,06,fearful,normal,kids,02,02,3.7371,-569.361206,169.467026,33.500237,39.968693,-25.722399,33.98217,1.906582,19.505463,-11.115144,19.100855,-8.923905,15.096121,-7.308663,13.583613,-16.626795,16.822495,-6.748261,13.330879,-5.988671,10.476192,-7.158734,8.767806,-5.231719,10.694134,-5.986692,12.972775,-0.003264,-0.003221,-0.001033,-0.000816,-0.001723,-0.000863,0.001807,0.003257,0.002184,0.00097,0.00172,0.002904,0.002016,711.2434,730.2534,2138.0067,1.0,2689.5721,1379.9641,2149.3819,4977.9148,21.7251,0.236358,0.202937,0.007849,0.010825,0.047329,0.361181,0.338842,143.5547,0.4536,0.5464,1
